adview,views,likes,dislikes,comment,Total_Time,category_enc
10,551270,955,116,52,11.816666666666666,3
1,90426,76,20,8,5.266666666666667,3
1,7926,12,0,2,0.35,3
16,272391,231,58,132,3.05,3
6020,26044,88,10,8,5.666666666666667,0
4,192344,1028,16,39,11.15,3
2,109976,1592,70,208,7.166666666666667,3
1,437356,11730,344,2170,6.783333333333333,3
8,16727,4,3,0,11.3,3
3,1833881,584,277,53,1.7,7
2,49239,122,7,27,7.033333333333333,5
1,86809,101,5,14,7.7,3
2,1208466,1734,247,195,89.73333333333333,4
43,815717,1619,101,92,4.25,3
1,122729,1471,42,66,2.4833333333333334,3
2,7322,4,1,0,2.5,2
1,17348,10,3,1,5.833333333333333,0
1,55673,145,11,23,22.55,2
1,1011709,5502,865,1132,4.283333333333333,6
5,1890,34,0,3,2.183333333333333,5
3,29609,201,25,162,4.483333333333333,3
19,4040405,16369,8709,7476,4.95,3
6,1080,0,0,1,0.5166666666666667,3
3,109761,169,38,7,30.033333333333335,6
1,154108,374,3,19,4.783333333333333,3
5,331087,623,143,42,2.216666666666667,5
4,472910,1718,138,46,9.366666666666667,5
65,1082325,22169,523,1060,6.016666666666667,1
1,789278,1441,219,52,1.1666666666666667,3
9,662850,2844,484,211,24.166666666666668,6
2,16964,40,1,5,3.066666666666667,6
1,147579,1024,30,75,4.133333333333334,6
1,85748,96,215,67,0.9333333333333333,5
1,687051,6407,273,432,6.95,4
2,203406,103,9,13,4.9,3
10,76450,908,23,242,0.5333333333333333,5
1,1093887,1178,407,111,130.4,3
1,60882,154,8,36,7.016666666666667,6
2,157969,547,20,15,6.666666666666667,3
1,1775441,1756,731,414,70.56666666666666,3
1,3097,102,1,42,3.35,3
2,538041,1390,303,1015,4.516666666666667,3
9,8174780,11377,3222,582,3.533333333333333,2
1,400321,752,79,64,40.86666666666667,3
27,23820,386,4,26,5.2,3
7,12359519,28516,13373,3686,1.7166666666666668,3
7,98371,468,25,46,3.966666666666667,2
4,456377,698,75,73,2.3166666666666664,7
174,2304,3,0,0,0.85,3
2,11077,71,55,4,3.9,6
8,553584,976,221,66,11.733333333333333,3
3,393082,1993,347,87,36.96666666666667,5
7,53792,113,12,15,1.1166666666666667,2
1,273474,334,47,62,5.716666666666667,3
5933,53787,750,47,125,12.516666666666667,5
1,50225,414,16,55,34.25,3
3,2696207,33335,1492,3341,9.416666666666666,3
23,4086398,5937,1972,388,13.766666666666667,6
1,278643,394,63,41,44.8,3
1,3086,34,3,2,0.9333333333333333,3
1,96,1,0,0,3.716666666666667,3
12567,14042,50,9,3,3.0,6
1,527315,1472,151,127,3.5166666666666666,3
1,1846,2,0,0,13.566666666666666,4
1,8702,28,3,5,3.783333333333333,6
2,504229,191,125,1,126.26666666666667,3
1,48364,398,22,76,27.266666666666666,3
1,88281,191,28,6,23.2,3
1,175606,853,59,231,58.9,2
1,78239,150,3,17,8.483333333333333,3
1,19188,31,9,11,2.85,6
5,114270,131,22,7,11.583333333333334,3
1,106904,880,15,107,4.516666666666667,3
1861,4144,19,1,34,4.733333333333333,3
2,3910,114,5,157,11.816666666666666,5
28,4494355,4558,1077,231,10.433333333333334,3
1,1758,13,0,3,145.35,2
9,761628,3040,213,724,12.366666666666667,4
1,367581,1517,155,5558,10.166666666666666,3
1,6354,60,2,8,5.7,3
1,18375,109,2,6,6.083333333333333,6
1,141988,970,39,91,18.35,4
1,338775,699,47,96,102.2,4
23,1003242,672,244,22,1.4833333333333334,3
12,955804,4698,329,481,20.283333333333335,3
1,859,6,0,2,1.0166666666666666,3
1,497671,425,115,187,5.3,3
2,26862,317,5,163,10.183333333333334,3
26,2892283,3089,842,200,135.68333333333334,4
69,46206,57,21,2,13.683333333333334,4
2,30117,97,16,12,51.05,6
1,603,20,1,3,3.15,6
2,12331086,61324,1681,7774,13.783333333333333,6
6249,13716,83,0,1,0.6666666666666666,3
1,19579,43,4,2,10.366666666666667,3
1,469363,1673,67,83,2.1,6
2,58418,76,8,1,1.3666666666666667,3
2,42046,25,12,2,1.6666666666666665,3
2,93346,225,14,98,5.866666666666667,7
3,49930,261,66,10,5.2,3
2677,4042,13,0,1,3.6166666666666667,6
1,9061,115,0,5,8.966666666666667,3
6,1118,9,0,1,4.2,2
1,142204,181,68,37,7.283333333333333,5
4,1699859,11300,2134,1258,5.166666666666667,3
1,22145,17,7,2,1.5833333333333335,3
10,1915566,4436,247,193,3.0166666666666666,3
1,28586,54,7,4,4.2,3
3,92564,573,77,26,1.3,3
2,5156,26,1,4,2.033333333333333,2
1,339588,676,61,202,37.4,3
10,170262,107,64,21,8.3,3
1,86381,400,19,8,1.4666666666666668,4
9,4670957,12865,2180,541,2.95,3
316,7076936,1888,1611,477,1.4333333333333333,3
1,5909,23,1,3,14.133333333333333,3
2,1439757,3851,209,195,5.183333333333334,6
1,2680,4,3,1,14.533333333333333,3
2,47234,170,8,7,3.783333333333333,6
2,77187,128,5,17,11.183333333333334,4
10,48707,118,11,8,13.216666666666667,3
3,260,0,0,1,2.1666666666666665,3
1,103199,14,8,3,0.35,3
4,3942339,13142,1733,6335,5.166666666666667,2
6,1307382,2713,2317,176,7.566666666666666,1
1,370533,7345,164,2130,9.733333333333333,3
2,697563,3238,451,1954,5.316666666666666,5
5,118002,123,6,52,4.683333333333334,0
1,321771,349,43,23,3.6,3
12,495157,584,97,41,1.9,5
2,838934,2805,135,386,4.1,6
76,4933493,15601,626,1482,4.9,6
2,203772,254,9,7,0.4166666666666667,3
4,550842,909,102,122,59.03333333333333,6
5,118321,458,23,14,101.4,3
1,2045759,1455,787,138,10.9,3
1,35856,144,3,10,5.716666666666667,6
17,712164,843,153,55,104.11666666666667,3
63,351051,5354,137,598,2.5833333333333335,6
2,202195,629,80,385,8.533333333333333,7
1,37176,427,5,56,4.233333333333333,5
1,91108,871,17,54,3.4333333333333336,6
1,60846,531,12,114,4.983333333333333,6
334,3828074,1369,1142,72,3.0833333333333335,3
17,541788,208,65,11,3.6333333333333333,3
1,60393,228,51,34,68.16666666666666,3
1,90504,71,52,2,24.183333333333334,2
65,3036523,3865,686,207,6.266666666666667,3
2,968559,4707,414,202,5.783333333333333,3
1,207381,120,17,10,4.666666666666667,6
1,191994,348,366,300,9.383333333333333,7
380,4226765,1383,709,82,1.6666666666666665,3
2,427,3,1,0,0.6333333333333333,3
1,2147669,11669,206,971,2.4166666666666665,3
3,217101,309,76,50,166.51666666666665,4
4,19853,11,22,8,6.35,3
1,903011,3112,90,173,4.116666666666666,4
4,52625,121,12,21,4.283333333333333,3
11,3949275,65170,2191,7138,5.866666666666667,3
1,39431,192,13,10,1.9833333333333334,3
3,632261,1129,74,70,10.083333333333334,3
2,589764,1156,179,105,39.05,3
2,97168,92,31,6,128.66666666666669,3
1,60417,345,5,7,1.45,3
4,1524401,6342,1434,3639,7.75,5
1,607876,872,142,850,12.183333333333334,4
5,96047,859,13,305,6.016666666666667,6
43,2030115,18954,145,886,2.9,3
89,5905177,4492,2511,362,14.716666666666667,4
1,3242,103,2,59,17.1,3
1,183758,281,13,43,6.466666666666667,3
11,217574,312,109,10,17.8,3
1,99434,431,21,49,5.483333333333333,6
1,45845,61,8,4,0.5333333333333333,6
1,430052,3964,358,1172,8.133333333333333,1
1,55702,259,4,28,23.7,1
13,31145,139,9,15,39.81666666666667,3
129343,130445,2,0,0,0.5166666666666667,3
4,3543,7,0,2,3.5666666666666664,6
1,4293,14,0,1,0.8833333333333333,3
3,110397,327,23,12,11.216666666666667,3
1,200187,803,22,83,4.116666666666666,3
2,420398,544,54,49,6.25,3
1,283702,155,64,17,148.23333333333335,6
1,516898,1062,99,25,21.266666666666666,6
1,538690,1258,95,103,7.716666666666667,4
1,170265,484,19,32,8.116666666666667,3
12,191486,336,52,29,9.166666666666666,3
3,411480,606,23,77,3.3666666666666667,6
5,42801,74,7,8,4.0,6
1,466318,807,86,64,5.05,3
9,455320,1064,42,46,13.933333333333334,3
16,737,1,1,0,0.5,3
11,5798,14,7,0,1.6833333333333333,3
2,22817,154,11,91,8.9,2
1,60028,1483,7,83,3.6333333333333333,5
8,7468,46,2,3,0.9833333333333333,3
44,252870,1520,194,1002,7.916666666666667,5
1,7204,10,1,1,8.683333333333334,3
1,25948,418,38,44,3.95,3
2,2376645,6867,755,313,1.2333333333333334,3
2,226364,511,58,33,12.533333333333333,7
1,37689,96,16,11,88.23333333333333,3
4,1136854,11656,146,610,4.2,1
4,1693394,5446,553,104,2.6833333333333336,3
20,441782,630,89,33,23.45,3
4,45506,29,18,1,1.4166666666666667,3
1,27877,124,15,7,2.466666666666667,6
32,425145,1280,118,139,5.283333333333333,3
1,367073,193,61,62,2.966666666666667,3
1,14544,187,17,50,5.55,3
3,35643,97,6,4,7.633333333333333,3
1,258,12,2,1,3.0833333333333335,3
1,104316,640,41,148,56.93333333333333,3
1,499,0,3,0,1.8,6
1,1638,22,0,3,5.933333333333334,6
34,1533571,5272,488,247,133.51666666666665,6
1,154342,1339,38,85,41.61666666666667,2
1,50238695,114575,7745,10156,4.366666666666666,6
1,166732,681,17,41,1.9333333333333333,3
8,217300,271,41,42,4.433333333333334,6
6,18440,29,7,0,2.7666666666666666,1
1,47595,443,32,395,4.733333333333333,5
1,324390,683,85,137,39.8,3
1,175132,446,20,64,3.9,4
1,97569,228,30,20,6.566666666666666,6
18,860580,2035,216,215,5.083333333333333,3
1,12211237,14914,8038,852,8.5,3
6,397278,472,66,17,36.75,3
25,356175,268,109,50,10.033333333333333,3
1,136861,271,23,98,6.666666666666667,7
2,7577,21,3,1,7.483333333333333,3
1,373,2,0,0,0.6,3
1,3817277,1037,1049,138,2.7,3
6,4327050,3808,1436,534,121.85,3
6,72495,890,47,376,5.8,1
1,76038,556,65,20,0.6833333333333333,3
6852,16355,142,8,1,4.633333333333333,3
1,14805,294,6,26,6.8,3
1,31411,40,8,4,36.68333333333333,6
1,97787,1271,21,79,6.166666666666667,3
1,18397,203,7,7,1.7166666666666668,3
1,128428,890,178,152,8.266666666666667,3
5,3229735,721,465,39,1.1166666666666667,3
1,99378,172,18,8,6.6,2
4,29969,82,5,153,8.916666666666666,4
2,368187,1566,89,50,15.883333333333333,3
10,587009,951,110,25,4.066666666666666,3
2,802908,2522,665,119,8.816666666666666,3
1,75637,178,14,130,18.8,3
3,1098428,2160,769,422,1.3333333333333333,3
1,17072,102,1,23,1.0,3
1,28374,46,7,9,155.9,3
1,225926,319,55,21,146.53333333333333,3
2,57174,640,16,94,4.033333333333333,6
1,59120,183,16,15,6.416666666666667,4
1,51591,30,6,12,0.7166666666666667,3
2,1673846,1843,522,93,124.7,3
3,2988,5,1,1,0.5333333333333333,3
1,153015,245,75,224,1.7666666666666666,3
1,394552,873,71,141,9.116666666666667,6
1,1289366,4795,259,390,4.833333333333333,6
1,8957,20,2,0,3.216666666666667,3
3,464443,128,87,12,0.8833333333333333,3
1,136639,144,48,23,3.216666666666667,3
6,1282929,13906,683,1988,7.183333333333334,3
1,27579,137,22,18,2.0166666666666666,4
1,116512,361,175,56,4.216666666666667,6
1,132243,269,37,39,142.58333333333331,3
1,1362220,1681,205,246,10.383333333333333,3
2,499516,2743,198,327,28.7,4
17,5488359,3044,1574,110,2.55,3
1,18436,46,9,8,13.383333333333333,6
1,15512,28,0,4,1.9,3
8655,93804,561,5,4,2.4833333333333334,3
3,33827,89,6,14,20.416666666666668,6
2,775881,1241,173,144,5.116666666666666,6
1,148636,430,13,24,2.1166666666666667,4
293,1213233,22130,326,3042,7.533333333333333,1
7,166,1,0,0,1.3166666666666667,3
8,188887,212,23,4,7.966666666666667,3
1,3041,0,0,0,3.95,3
1,1159408,2612,795,520,4.783333333333333,6
3,80567,10451,65,5968,4.316666666666666,3
1,20435,50,1,4,13.933333333333334,3
1,11453,17,2,2,1.55,5
2,3168,5,0,0,3.6,3
8,1153396,1314,388,110,161.65,3
1,44211,2,7,0,1.6,3
6,175428,305,39,35,2.3166666666666664,3
4,130825,617,21,44,7.8,5
30,1050090,4906,69,190,4.35,6
2,161085,830,14,351,24.516666666666666,3
2,285158,4045,110,989,5.433333333333334,3
18,5603703,67221,2545,2247,6.583333333333333,3
1,805245,3710,520,345,39.78333333333333,7
450,12022434,16324,2444,752,7.75,3
1,1204798,25235,1089,4521,7.666666666666667,5
1,318279,1495,134,487,3.1166666666666667,1
2,12228,52,6,2,8.2,3
5,964415,1843,71,96,4.733333333333333,6
2,349474,1745,72,2320,7.616666666666667,3
2,22407,338,23,45,4.366666666666666,5
3,15700,15,7,3,4.383333333333334,3
1,159438,320,39,197,8.133333333333333,4
1,33798,27,5,2,145.45,3
2,774704,7725,231,974,7.6,3
1,89733,931,9,37,4.883333333333333,1
1,132927,2287,60,1016,2.65,5
1,107361,131,17,17,52.75,4
1,1935,7,1,0,3.1666666666666665,3
2776,7832,4,3,2,0.9166666666666666,4
1,23466,71,5,1,1.2666666666666666,3
1,89042,246,34,48,5.583333333333333,4
1,65248,104,21,19,29.216666666666665,2
683,37815,112,54,90,4.9,0
4,148661,307,64,109,10.35,3
1,115919,162,25,7,270.56666666666666,3
1,391265,1219,56,220,3.9333333333333336,4
1,6769,27,5,3,8.0,2
1,46253,97,1,6,2.95,3
1,111168,96,10,7,6.7,3
1,48247,69,3,33,9.966666666666667,3
1,155429,343,54,34,22.633333333333333,3
7,345193,2443,123,655,4.2,3
1,13387,132,3,21,11.2,3
28656,34315,87,2,15,4.1,3
5,586590,12103,316,11957,9.55,3
5,151215,550,8,130,2.3166666666666664,6
1,27669,114,13,2,4.05,6
1,79719,792,62,124,5.85,5
1,11104,35,7,1,2.4166666666666665,2
1,30304,1088,4,117,19.083333333333332,0
5,41337,145,20,8,24.866666666666667,6
1,50537,577,11,94,6.533333333333333,5
10,708,1,0,0,0.7,3
1,31459,171,46,5,3.9833333333333334,1
4,1027132,2567,164,118,5.066666666666666,6
1,20598,16,0,6,0.7166666666666667,3
39,1719879,23770,402,8017,5.116666666666666,1
1,2669,14,2,0,4.216666666666667,3
7,488001,778,54,31,4.633333333333333,3
2,308135,2276,197,781,5.4,3
1,78060,204,24,8,29.033333333333335,6
2,425,11,1,0,2.966666666666667,2
1,562798,1734,482,2457,9.1,1
6,2525,158,2,4,3.4333333333333336,3
7465,34190,496,3,22,4.583333333333333,6
1,128250,141,23,7,115.6,3
1,41542,80,11,16,20.15,3
2,152379,4507,148,230,9.3,0
1,874,19,1,2,9.9,0
2,15194,22,3,0,7.233333333333333,3
2,47272,153,6,63,9.466666666666667,3
4,40241,767,14,79,0.8833333333333333,4
3,151962,214,46,17,3.8833333333333333,3
1,148997,398,41,194,48.266666666666666,2
1,215045,1510,29,193,3.4166666666666665,6
6,3091132,1373,490,94,3.05,3
3,1625367,3841,416,205,4.383333333333334,7
2,122764,216,16,42,10.05,4
2,86632,879,11,35,3.0833333333333335,3
20330,497630,612,177,471,13.316666666666666,4
9075,11113,29,0,0,0.5666666666666667,6
54,4047694,7784,1534,521,3.6833333333333336,3
5,585394,1039,86,49,6.333333333333333,3
1,117751,1647,73,74,18.866666666666667,3
2,130410,705,192,94,2.966666666666667,3
3,685,5,0,1,1.2166666666666668,3
8,72890,289,23,53,37.6,0
1,162498,402,24,19,5.583333333333333,3
1,99952,390,80,79,11.616666666666667,4
6,116396,231,21,27,54.81666666666667,3
1,347462,2641,80,250,4.383333333333334,3
4,87696,772,14,132,7.266666666666667,6
4,61094,82,8,21,4.733333333333333,0
7,874521,334,110,16,1.1333333333333333,3
1,28314,248,4,21,10.4,3
1,946,12,0,8,8.533333333333333,3
4,6926,64,5,15,21.433333333333334,4
5,41739,284,8,15,3.5833333333333335,3
2,2970,28,3,6,10.116666666666667,6
1,312560,860,71,61,35.0,3
1,211,1,0,0,0.5166666666666667,3
6,2315880,3797,873,181,4.2,2
1,2019975,2671,562,167,6.366666666666666,3
5,493570,6378,175,1652,7.25,5
3,1965,9,1,0,7.316666666666666,3
1,48550,1477,18,155,12.55,0
1,4459,20,3,4,67.41666666666666,3
5,59089,324,4,57,2.45,6
4,599910,1416,78,26,5.383333333333334,3
1,12494,77,8,7,2.1,3
1,1815,98,8,55,3.5666666666666664,3
2265,3949,22,0,2,4.216666666666667,6
2,218083,672,74,78,15.716666666666667,6
7,1905238,1557,504,692,8.816666666666666,3
1,850886,1636,1054,76,55.8,4
2,56556,86,9,3,1.2,3
1,1798,10,8,0,3.466666666666667,3
1,13087,59,2,7,4.15,6
1,89662,30,19,8,8.25,3
1,11684,43,1,6,0.6833333333333333,3
24,2513939,4995,892,410,19.866666666666667,3
1,11729,100,1,7,5.8,3
1,93231,1367,11,180,22.0,4
3,10717,45,0,5,4.05,6
67,13966920,130494,7740,24411,45.583333333333336,7
1,323383,1106,30,393,15.0,4
5,891497,11047,190,1460,11.783333333333333,1
1,235947,1534,71,727,13.566666666666666,4
1,479373,487,73,10,10.016666666666667,3
36,2138771,14033,1526,7091,14.533333333333333,1
2,370102,269,98,29,43.416666666666664,3
3,3460,21,0,3,5.6,2
1,39874,170,2,80,13.066666666666666,3
6,922639,853,198,66,10.283333333333333,3
1,9852,66,4,7,3.9166666666666665,3
2,4633682,25098,4187,7200,2.3666666666666667,3
2,82358,1157,27,172,3.533333333333333,6
1,91459,77,16,7,2.9333333333333336,3
4,4066976,48812,875,7224,4.616666666666667,6
1,449358,7084,441,1026,14.166666666666666,3
1,1484,12,2,0,16.466666666666665,3
19,587097,512,247,36,20.9,4
1,179500,546,12,29,2.05,3
5,299665,659,51,70,7.016666666666667,6
1,136267,146,32,4,2.5666666666666664,3
2,8848,18,2,0,13.533333333333333,3
5,2115481,15601,318,861,6.166666666666667,6
1333626,1344097,60,7,4,0.9666666666666667,3
20,4992150,44004,1632,1226,2.7666666666666666,3
1,47815,112,25,3,30.7,5
1,409475,1076,128,110,85.51666666666667,4
1,40678,114,1,23,10.166666666666666,3
1,165017,113,34,7,9.8,6
4,29302,157,3,64,12.416666666666666,3
3,798,18,0,2,2.533333333333333,6
5,585978,859,62,36,4.0,3
3,2607453,2756,719,178,1.3,3
44,296814,554,71,18,11.433333333333334,3
2,1843660,698,525,67,1.2833333333333332,3
5,492,2,1,0,1.9,5
1,6663,142,4,28,6.183333333333334,3
2,594805,8279,292,10015,4.45,1
9,108870,63,20,4,4.583333333333333,3
5,642,10,0,6,0.5166666666666667,3
82,7807,21,5,0,5.266666666666667,4
7,638070,6741,370,1425,3.9333333333333336,1
21,146645,495,60,139,0.45,4
1,89278,5628,51,561,9.0,5
13,568415,8254,753,1133,8.566666666666666,3
1,308574,328,14,35,0.9833333333333333,7
45,2439514,30555,508,5365,9.9,1
1,43105,145,5,34,4.316666666666666,6
7,558366,575,137,47,131.51666666666665,3
2,178645,295,32,9,6.966666666666667,3
2,712300,1323,93,29,2.8,3
10,25690,473,5,28,4.616666666666667,3
5,199040,139,51,3,24.85,3
1,25622,197,12,41,43.2,0
1,1067232,5745,181,557,6.15,6
63,77499,243,10,28,5.883333333333333,3
5663,34695,79,9,8,4.533333333333333,6
1,237404,687,32,184,35.483333333333334,1
9,238489,449,61,63,3.2,6
47,574307,6645,211,584,3.3333333333333335,6
1,268,4,1,0,1.3166666666666667,3
3,72621,1091,18,164,5.133333333333334,6
4,683,20,1,0,2.6833333333333336,5
10,379666,438,81,20,1.8166666666666667,3
1,35502,220,24,298,1.65,3
1,116351,443,8,48,7.516666666666667,6
6,620462,836,290,114,87.15,4
7,152362,163,10,10,3.8666666666666667,6
1,1287309,4469,296,185,5.466666666666667,6
1,585,2,1,0,0.35,3
1,769913,1821,190,181,5.366666666666666,3
1,1011547,9106,365,661,2.966666666666667,4
1,1576,5,2,0,1.9666666666666668,1
1,34712,56,10,3,29.116666666666667,6
1,1597078,4873,761,460,42.8,3
1,275174,1155,252,295,9.45,3
4,387051,1004,166,75,4.333333333333333,6
1,667992,7095,79,631,4.133333333333334,4
13,657514,1256,232,179,142.41666666666669,3
1,255008,686,45,18,3.6833333333333336,3
1,545413,1252,245,91,37.9,3
1,58001,856,16,77,4.016666666666667,6
1,1104944,6004,171,250,3.6833333333333336,2
2,755339,2679,276,625,4.9,3
1,13646,62,7,18,5.7,5
9,6571038,17072,573,1310,4.516666666666667,6
1,758320,1023,178,7,1.5666666666666667,3
1,8699,220,6,30,3.6333333333333333,5
47,975664,1481,169,59,9.383333333333333,3
2,423999,428,92,22,39.483333333333334,3
1,177183,1294,48,871,3.7333333333333334,4
1,285298,846,170,195,42.083333333333336,3
2,786965,5005,130,971,1.7166666666666668,3
4,23482,142,7,8,19.983333333333334,3
1,4207,10,1,1,1.5666666666666667,3
7,64556,276,21,22,3.25,2
4249,42485,409,24,72,10.016666666666667,5
3,313571,432,59,24,11.65,3
1,3816,6,2,0,23.25,3
1,4077820,23395,1185,2528,16.45,3
1,22975,33,3,3,156.83333333333331,3
1,908,2,1,0,2.183333333333333,5
2,1553717,4497,406,721,96.25,4
4,6486,34,1,2,1.05,4
76,28737,37,8,0,6.866666666666667,3
2,15138,252,4,8,5.05,6
2,542779,5830,138,1084,5.566666666666666,5
8,5243682,9035,1817,768,3.6833333333333336,2
3,6888,74,2,59,4.483333333333333,4
7,183994,1292,60,282,3.4333333333333336,5
2,859841,3591,140,189,1.9833333333333334,3
3,542052,2219,109,422,4.75,3
2,392758,2617,42,307,4.366666666666666,5
1255,1923,9,0,1,14.616666666666667,6
1,762797,2032,148,49,3.2333333333333334,6
1,9123,26,8,7,21.966666666666665,3
1,3234,8,3,0,12.75,7
2,638572,581,148,25,1.5,3
8,2997251,5527,1122,456,109.38333333333333,3
1,281479,262,21,12,4.4,7
2,12331,13,3,0,150.35,4
10,5610,23,0,4,24.016666666666666,6
10,22264,1023,91,68,2.9,6
13,134543,411,60,67,5.383333333333334,3
1,590661,1339,111,68,10.366666666666667,3
1,147239,2733,34,527,4.0,6
1,1265327,11171,533,344,0.5,3
1,1502536,1751,546,114,4.8,3
3,64849,224,8,4,19.383333333333333,3
7442,11120,19,1,1,3.783333333333333,3
10,665458,7819,344,689,5.75,1
1,26726,12,4,2,25.683333333333334,2
1,35995,35,15,1,13.583333333333334,3
4,65194,128,19,11,9.916666666666666,3
8,849549,3480,64,325,4.383333333333334,4
24,1057524,9713,383,527,4.416666666666667,3
1015,1784,4,0,1,0.6166666666666667,3
1,12132,19,1,1,100.38333333333333,4
1,41897,90,4,4,12.333333333333334,3
1,1739,42,0,3,5.783333333333333,5
1,187541,3362,66,795,5.166666666666667,6
1,17041,186,8,49,36.35,3
6,231594,790,71,58,50.483333333333334,6
1,253244,439,92,15,13.85,3
1,2118242,10029,612,947,6.6,6
1,40627,311,10,0,7.233333333333333,6
2,286633,474,158,72,10.55,3
1,66454,770,76,237,6.45,5
1,2122,13,1,0,2.533333333333333,4
5,7381,330,9,7,0.8333333333333334,4
3,181035,661,46,29,2.033333333333333,4
1,40898,151,7,10,3.55,3
13,4803840,84462,2448,4699,9.816666666666666,3
18,1501,28,2,8,3.15,3
40,1062327,6011,190,904,5.05,2
6,126409,122,10,26,5.183333333333334,5
1,482858,1262,113,191,86.81666666666666,4
991819,4354099,16640,1931,2101,5.166666666666667,1
1,337741,602,40,60,2.783333333333333,4
18,4689387,37473,1396,1062,3.9,3
1,630106,1727,161,133,45.1,3
2,305445,3662,45,555,4.283333333333333,6
2,87631,1027,40,80,4.016666666666667,4
1,10010,50,4,1,14.05,6
6,67722,103,17,18,10.833333333333334,0
1,24517,94,6,23,16.733333333333334,3
290,1395538,24483,316,1156,6.333333333333333,1
1,281,2,0,0,6.533333333333333,3
2,56065,1323,147,175,11.8,3
1,314031,489,39,53,4.0,3
1,795518,3500,414,610,6.35,6
155,1868248,14898,208,933,4.783333333333333,6
3,6890,33,1,2,1.0166666666666666,6
4,704217,3496,382,136,5.633333333333333,6
1,138252,858,8,31,8.533333333333333,6
1,1273,4,0,0,3.8,3
24,491665,682,57,116,10.416666666666666,5
1,197659,150,64,10,7.783333333333333,7
12,104416,80,13,11,0.7333333333333333,3
21,46195,355,86,65,4.816666666666666,1
4,3002,7,0,3,5.216666666666667,2
2,1060701,2195,529,1112,10.033333333333333,3
1,98983,440,43,70,9.9,1
2,3643817,2444,920,307,94.96666666666667,4
2,144072,40,17,5,2.5666666666666664,3
2,38019,640,4,23,6.133333333333334,6
1,1980685,7276,909,926,4.166666666666667,3
1,32330,44,2,5,95.01666666666667,4
2,36797,76,10,1,2.2,6
1,1656398,7064,338,459,3.7666666666666666,3
1,300667,106,26,0,3.05,3
2,13232,217,4,36,14.016666666666667,1
1,306,17,0,3,10.983333333333333,3
2,237098,285,52,35,10.533333333333333,3
1,3001,30,0,16,0.6166666666666667,3
1,995729,1279,234,52,169.31666666666666,3
1,6300,105,2,7,4.25,6
5,203295,203,44,7,1.5666666666666667,3
1,162881,1278,68,44,6.383333333333334,6
1,402657,3546,46,1061,2.7666666666666666,1
7,529737,446,361,100,2.9166666666666665,4
1,252404,1658,55,110,4.333333333333333,6
1,949368,749,273,246,10.133333333333333,7
1,3402,22,0,3,10.333333333333334,3
74849,187227,484,75,129,13.15,5
1,13680,1,2,1,13.733333333333333,3
9,19767,22,1,0,1.65,3
1,394886,688,67,137,73.36666666666667,4
1,226520,939,62,123,7.166666666666667,5
2,99253,332,24,16,10.183333333333334,3
1,65364,94,8,11,148.28333333333333,4
16609,75322,407,6,3,2.5666666666666664,3
3,290482,1496,32,85,5.566666666666666,4
1,560599,4823,128,994,3.5,1
1,230762,2480,67,194,18.6,4
1,180442,1174,27,680,5.283333333333333,3
1,135869,567,37,279,59.61666666666667,2
1,65135,437,99,68,1.7333333333333334,3
1,53122,172,10,8,1.2833333333333332,3
2,1036627,10602,517,1251,10.133333333333333,3
1,14603,18,5,3,5.8,6
3,687081,4836,499,333,1.5,4
1,43386,62,22,1,12.8,3
9,3042,22,3,1,2.1333333333333333,3
3,149748,140,46,19,148.81666666666666,3
1,166088,1469,20,236,3.033333333333333,6
6,179910,406,20,47,9.183333333333334,3
3,118821,81,23,19,0.8833333333333333,3
1,5045,13,0,15,16.166666666666668,2
1,10306,29,2,3,2.6666666666666665,3
2,2005878,3042,803,376,3.25,4
1,86916,133,15,8,1.55,4
1,92351,240,9,86,0.6833333333333333,3
1,3399,10,0,1,9.416666666666666,2
35894,57720,55,2,0,0.4,4
5,3264,2,1,0,0.5166666666666667,6
1,633615,1011,333,129,3.466666666666667,3
1,1298,4,5,2,1.3666666666666667,5
10,565735,612,55,6,1.7666666666666666,3
12,107003,1065,142,103,3.2333333333333334,1
2,53203,107,5,3,10.55,3
2,235781,6297,145,563,25.466666666666665,0
176,1647711,1632,507,95,26.283333333333335,3
1,75581,90,34,5,4.883333333333333,3
1,59591,181,8,38,48.78333333333333,3
1,158008,578,60,1028,65.46666666666667,2
1,420508,4991,211,3997,2.6166666666666667,3
2,196191,2706,64,573,10.966666666666667,6
1,1523480,6191,911,4816,3.25,5
1,262528,774,100,62,1.7666666666666666,3
1,196020,256,27,77,4.283333333333333,6
1,11010,14,2,0,0.5166666666666667,3
8,410049,3166,188,2893,10.516666666666667,3
1,99239,262,12,7,15.033333333333333,3
2,13600,437,8,53,8.45,3
2,20419,120,309,326,5.066666666666666,1
4,78900,579,46,379,6.416666666666667,3
1,96547,119,25,19,24.8,3
2,116642,733,12,183,6.916666666666667,1
1,320333,1060,39,110,6.833333333333333,4
1,15566,40,2,2,1.6833333333333333,3
1,817562,11541,111,1221,3.5166666666666666,1
1,581299,1612,88,138,5.016666666666667,6
1,7174888,32769,1705,1368,2.9166666666666665,6
1246,2409,13,0,0,8.966666666666667,5
3,597127,1380,195,569,8.633333333333333,7
2,158416,341,53,86,29.183333333333334,3
22,600349,4272,220,460,1.9166666666666665,3
4,199435,138,73,23,10.083333333333334,3
1,98653,842,147,651,6.266666666666667,1
